,nodeid1,nodeid2
29956,56437,35673
29957,101252,14224
29958,36756,79249
29959,21220,95188
29960,24438,88078
29961,68650,15404
29962,102395,134897
29963,69761,42870
29964,77833,119968
29965,41678,49765
29966,70468,132136
29967,46628,108226
29968,75990,118302
29969,45093,80788
29970,138361,111224
29971,82345,39787
29972,23085,112100
29973,10845,84533
29974,43625,54278
29975,47935,139238
29976,49799,88292
29977,136883,36764
29978,31745,804
29979,133887,133201
29980,38709,22528
29981,132695,133169
29982,11088,76053
29983,26562,42932
29984,103276,132463
29985,118042,68461
29986,100828,99929
29987,110258,131216
29988,12059,26973
29989,23921,134453
29990,30642,3596
29991,60703,32504
29992,137093,61941
29993,41094,34553
29994,89238,126319
29995,53354,45322
29996,46067,102362
29997,91792,96351
29998,62713,8458
29999,41330,108545
30000,35846,3903
30001,21842,124226
30002,37123,24254
30003,128019,29802
30004,6411,2080
30005,14254,19329
30006,29309,778
30007,20806,111823
30008,117132,103718
30009,101678,34567
30010,108802,15694
30011,91214,127464
30012,1377,837
30013,28263,130095
30014,7397,2332
30015,114721,14815
30016,89812,46201
30017,116377,29501
30018,71560,83207
30019,57354,97370
30020,68359,16521
30021,111767,61806
30022,50539,136644
30023,128773,121445
30024,128208,111647
30025,4229,89556
30026,58589,132240
30027,52663,49532
30028,41246,21094
30029,21899,112834
30030,125978,51433
30031,50484,124400
30032,35813,17029
30033,29595,37982
30034,65728,54529
30035,69499,29709
30036,104229,91332
30037,63906,13553
30038,109389,78498
30039,11194,16235
30040,133009,83018
30041,99067,119379
30042,140140,25883
30043,142378,134678
30044,122301,113541
30045,124519,90483
30046,84069,97358
30047,72710,58404
30048,101001,83394
30049,120339,76567
30050,77331,90097
30051,95882,140480
30052,70779,115204
30053,52244,8944
30054,138141,52447
30055,139114,61993
30056,142839,77242
30057,53901,42173
30058,110365,128016
30059,58204,48008
30060,104456,134378
30061,26803,64118
30062,119789,40425
30063,114889,9852
30064,113641,86615
30065,75530,94431
30066,1765,93054
30067,29904,2626
30068,127468,81572
30069,74365,92132
30070,91799,32735
30071,95303,115035
30072,13684,45089
30073,127316,110919
30074,143812,133038
30075,59299,107266
30076,143739,108239
30077,143739,55194
30078,4161,42370
30079,60488,51910
30080,69735,48980
30081,7956,129914
30082,70534,8195
30083,140706,113447
30084,111928,125048
30085,141880,83805
30086,84830,1949
30087,29111,98300
30088,17753,7371
30089,107197,140657
30090,85044,5559
30091,14745,40421
30092,52572,129299
30093,126191,80937
30094,122618,55503
30095,91489,65225
30096,104552,2107
30097,75448,79316
30098,68816,130131
30099,5919,59160
30100,89627,66326
30101,53033,138334
30102,144751,134068
30103,45929,65313
30104,121656,57356
30105,108309,15224
30106,2400,43443
30107,75403,77998
30108,136866,124424
30109,112101,88908
30110,96157,79773
30111,86205,129607
30112,120833,20400
30113,58079,27096
30114,94016,57968
30115,103605,125069
30116,70102,54200
30117,9015,103863
30118,50819,66425
30119,83012,40812
30120,136330,29397
30121,46002,60742
30122,45920,7249
30123,34574,84811
30124,87571,82722
30125,108342,134188
30126,92700,144903
30127,42982,85667
30128,95380,87605
30129,62755,82371
30130,133164,76358
30131,13383,57240
30132,97925,10450
30133,113718,15553
30134,53473,68939
30135,116334,46684
30136,6073,137839
30137,121678,139585
30138,26443,29201
30139,108712,101225
30140,111403,64492
30141,75928,118067
30142,925,139915
30143,35251,68296
30144,88805,51855
30145,134180,35686
30146,112557,135532
30147,69160,92998
30148,55961,70008
30149,123480,4570
30150,62714,16669
30151,58372,118996
30152,12469,45849
30153,80511,80511
30154,85332,72628
30155,48130,55723
30156,29330,40822
30157,34370,16397
30158,100723,50997
30159,136195,65004
30160,73244,78284
30161,108726,28848
30162,123726,8827
30163,70450,110303
30164,30707,21053
30165,2468,140999
30166,109459,20473
30167,78774,14363
30168,58953,74977
30169,67549,4407
30170,135927,89454
30171,36485,121036
30172,96955,99481
30173,22060,51243
30174,122290,14772
30175,36398,102271
30176,42274,12232
30177,3778,142153
30178,43799,72328
30179,124443,63693
30180,143657,69429
30181,138882,64798
30182,93777,49475
30183,107200,138008
30184,4031,9936
30185,103616,18127
30186,105516,8635
30187,91323,114419
30188,54214,34654
30189,65036,34707
30190,94341,118886
30191,30459,54276
30192,68121,67818
30193,68592,80523
30194,28928,132308
30195,133216,74441
30196,50642,107530
30197,12010,7020
30198,131591,17833
30199,85374,8460
30200,110947,41489
30201,23388,69876
30202,78925,4933
30203,100910,108645
30204,90444,37863
30205,75849,10659
30206,12507,143847
30207,39201,132547
30208,23480,84557
30209,69215,53832
30210,120870,131144
30211,137748,93359
30212,122110,106197
30213,47428,73807
30214,99380,20098
30215,135666,69687
30216,45872,107234
30217,56681,56407
30218,46408,100196
30219,135103,119399
30220,17934,86453
30221,42482,50357
30222,4458,139264
30223,133770,29629
30224,16308,7684
30225,100705,93670
30226,136702,16021
30227,50024,112028
30228,137116,124452
30229,22253,31969
30230,83730,54209
30231,100949,70045
30232,123803,121288
30233,137135,116037
30234,110252,49167
30235,1939,86700
30236,95266,34290
30237,113609,112947
30238,82227,26844
30239,21060,104333
30240,128983,4214
30241,89725,9282
30242,33010,99161
30243,69269,2662
30244,36537,48189
30245,53718,75189
30246,71638,99046
30247,76599,96428
30248,3772,103472
30249,65469,104122
30250,87762,83446
30251,24198,60479
30252,77847,20635
30253,121701,69893
30254,38587,137746
30255,89880,142574
30256,26000,14449
30257,2774,139589
30258,75788,66700
30259,141244,32290
30260,91177,99900
30261,52748,108545
30262,144100,134628
30263,27316,138345
30264,128658,54004
30265,94033,51715
30266,21243,80437
30267,52295,144459
30268,61025,53272
30269,122788,21092
30270,36411,77428
30271,52364,19114
30272,127949,25116
30273,19384,125538
30274,16142,61744
30275,101252,24122
30276,5960,19155
30277,119450,61331
30278,37279,10538
30279,140770,131143
30280,22844,69080
30281,52184,143840
30282,70543,94592
30283,51415,133090
30284,35870,78261
30285,64941,79438
30286,42416,106514
30287,72123,130195
30288,80496,116091
30289,37329,29312
30290,75974,90112
30291,19508,83372
30292,129714,89967
30293,57151,101708
30294,125464,12642
30295,112210,101717
30296,62650,38414
30297,138242,74057
30298,65754,71156
30299,92046,13936
30300,91349,4300
30301,43508,84020
30302,88103,91349
30303,62930,118871
30304,57481,92982
30305,130166,13409
30306,112187,50586
30307,80726,69644
30308,33413,35563
30309,44981,103457
30310,145228,48109
30311,135529,118253
30312,64509,52988
30313,116752,4629
30314,72024,22193
30315,7331,68529
30316,113825,124452
30317,68386,105720
30318,14752,13579
30319,79844,115
30320,110139,138972
30321,63701,43567
30322,90282,143351
30323,3872,114374
30324,127227,100685
30325,111796,102965
30326,35400,5594
30327,110476,139563
30328,72117,141145
30329,89365,126088
30330,65102,117478
30331,49331,99880
30332,98932,124904
30333,120905,52826
30334,145234,128480
30335,76648,30871
30336,104158,20902
30337,11611,126756
30338,91019,53168
30339,57302,52334
30340,84755,61905
30341,135015,108764
30342,144941,65055
30343,6988,15626
30344,95487,45736
30345,44236,49644
30346,130274,2500
30347,100016,39396
30348,84438,355
30349,102592,94703
30350,44518,53763
30351,141766,75713
30352,76667,26797
30353,33594,51606
30354,52486,698
30355,129551,29375
30356,141824,123571
30357,25461,139879
30358,13291,11005
30359,122257,71621
30360,10309,45045
30361,46474,100569
30362,107703,48881
30363,5780,63454
30364,70510,118269
30365,48091,83422
30366,98250,119766
30367,48135,44482
30368,127275,92662
30369,104485,1656
30370,127053,143385
30371,126405,34972
30372,115795,21140
30373,44743,75944
30374,23249,46851
30375,34433,15617
30376,107845,132265
30377,77133,13828
30378,75309,1443
30379,105375,76449
30380,88872,35836
30381,91215,4074
30382,59989,101045
30383,44782,12287
30384,7427,10143
30385,34480,72187
30386,49202,78019
30387,47620,10470
30388,93633,53169
30389,68617,8477
30390,33314,16143
30391,137738,117332
30392,45248,114242
30393,16552,70954
30394,48158,124567
30395,59196,102085
30396,115670,28116
30397,103820,66187
30398,126611,72206
30399,46178,110180
30400,72848,57015
30401,121652,144812
30402,23318,59240
30403,93087,115724
30404,124258,103761
30405,144886,6449
30406,110153,64912
30407,22375,39714
30408,121913,31689
30409,23522,45388
30410,134806,19799
30411,88604,88290
30412,74581,81751
30413,106125,52392
30414,68279,77042
30415,36475,94898
30416,126873,48520
30417,84182,128179
30418,104594,29127
30419,115781,113630
30420,86646,62408
30421,22651,25361
30422,99071,115052
30423,114196,58857
30424,66096,56110
30425,55014,123416
30426,76793,8677
30427,73765,34233
30428,71138,66964
30429,3223,8176
30430,92257,25524
30431,21718,127490
30432,118526,43243
30433,102369,109385
30434,98234,63832
30435,114956,24712
30436,85080,72191
30437,8048,92117
30438,102249,50098
30439,145070,104913
30440,57965,109344
30441,25713,89780
30442,59833,103452
30443,117867,14306
30444,98695,24436
30445,113440,25201
30446,134083,33054
30447,109253,93753
30448,65024,1722
30449,39354,112826
30450,99518,109582
30451,63691,28860
30452,104086,14383
30453,140182,115712
30454,12831,67920
30455,60787,64000
30456,105722,99599
30457,121720,84345
30458,144831,95351
30459,22249,16708
30460,46438,87037
30461,137468,49760
30462,83628,34788
30463,42954,138114
30464,57428,106577
30465,56832,64151
30466,72534,39917
30467,95464,41599
30468,85029,73629
30469,34769,16980
30470,63046,91853
30471,96832,141712
30472,27411,130585
30473,37489,61480
30474,94091,59530
30475,7226,53480
30476,137310,79337
30477,71143,63674
30478,118982,89978
30479,105858,41998
30480,75124,109409
30481,73646,62418
30482,52517,73177
30483,99428,49962
30484,83972,144813
30485,10497,124550
30486,25234,136231
30487,26072,63944
30488,56614,134997
30489,92069,128806
30490,130715,77655
30491,32763,94404
30492,96849,22937
30493,16278,124516
30494,136922,57953
30495,38028,68638
30496,28985,78483
30497,54342,45549
30498,13881,126570
30499,123741,95207
30500,134744,106357
30501,116114,131441
30502,115006,104918
30503,3651,86159
30504,2807,118309
30505,39877,61893
30506,3866,120367
30507,87059,140545
30508,116827,84003
30509,15740,61822
30510,134977,87141
30511,30200,115154
30512,96179,95991
30513,18625,27678
30514,70928,55399
30515,111133,35677
30516,120219,141237
30517,90847,34162
30518,7611,58732
30519,6817,9169
30520,20942,90382
30521,78036,43823
30522,51829,71201
30523,103816,124951
30524,40416,23065
30525,86210,34379
30526,96126,97412
30527,78634,138027
30528,38750,34893
30529,136099,17775
30530,25322,56804
30531,99113,53870
30532,45368,73917
30533,129110,81480
30534,29017,47249
30535,77315,83433
30536,28711,55148
30537,37366,132998
30538,123116,52614
30539,131726,98473
30540,127622,91285
30541,51263,31486
30542,53901,81304
30543,76816,19059
30544,85254,90309
30545,292,107239
30546,2850,27775
30547,80261,102735
30548,79981,22687
30549,32877,90605
30550,17785,29520
30551,32142,63037
30552,39539,118410
30553,103868,91208
30554,136474,41048
30555,15378,50652
30556,81417,105991
30557,28739,2830
30558,114879,82458
30559,79780,29769
30560,62754,45071
30561,120229,125240
30562,81954,142079
30563,13874,128194
30564,56221,30318
30565,127703,86076
30566,106752,53786
30567,129510,80157
30568,114710,32568
30569,47431,51239
30570,112863,79771
30571,72693,52608
30572,22999,128713
30573,102200,64748
30574,113363,73962
30575,134798,106211
30576,116610,42566
30577,90399,9235
30578,25528,111249
30579,116545,52707
30580,13543,143059
30581,123117,45386
30582,39994,129699
30583,105131,76726
30584,108545,21793
30585,60958,33852
30586,34393,52118
30587,121087,34435
30588,117979,117730
30589,23337,27439
30590,80235,90385
30591,41843,132974
30592,8790,88642
30593,16690,103620
30594,119572,49062
30595,76269,34177
30596,34233,61286
30597,22489,39329
30598,67226,76533
30599,65801,99724
30600,62954,107789
30601,121368,102780
30602,71498,43998
30603,117437,72759
30604,137395,77125
30605,123428,70427
30606,4574,43097
30607,39567,66366
30608,89540,144133
30609,5987,47964
30610,62930,68780
30611,104925,79476
30612,115250,135933
30613,45680,137566
30614,31779,71872
30615,51305,134790
30616,3432,71437
30617,1522,39075
30618,137580,143892
30619,33185,99018
30620,36260,46100
30621,12726,103003
30622,51693,29048
30623,95203,145047
30624,16520,8320
30625,13729,17893
30626,132225,30724
30627,68093,96189
30628,134066,50511
30629,58361,19075
30630,36373,33578
30631,126048,136689
30632,49565,101182
30633,77747,89143
30634,132710,133138
30635,122136,102567
30636,52331,139056
30637,52789,121832
30638,1540,20162
30639,69227,126482
30640,122291,111042
30641,104331,125045
30642,52730,132603
30643,114393,138496
30644,67039,85270
30645,96558,110462
30646,116562,28055
30647,54759,725
30648,59311,125850
30649,107784,41875
30650,124073,132013
30651,22662,114193
30652,28549,53172
30653,119264,48922
30654,12107,125792
30655,112691,76891
30656,85293,80024
30657,20350,32551
30658,35202,19048
30659,145069,3528
30660,46139,72941
30661,124827,106203
30662,34499,88377
30663,23939,89016
30664,126333,73637
30665,126597,22359
30666,80192,101984
30667,24963,122819
30668,33855,141455
30669,121866,73780
30670,76915,89080
30671,110603,1317
30672,62511,24553
30673,94969,13414
30674,106190,75824
30675,98045,54556
30676,129853,143601
30677,14716,138133
30678,35413,83730
30679,119335,25531
30680,5989,138337
30681,88578,59631
30682,87154,50114
30683,80309,104794
30684,7870,60521
30685,64151,4846
30686,122460,3055
30687,129170,131687
30688,33782,62969
30689,91252,67985
30690,67636,84979
30691,56626,52567
30692,59930,18038
30693,8636,70069
30694,72388,72388
30695,6245,42966
30696,28374,88814
30697,36004,73121
30698,16138,75982
30699,13596,50130
30700,13151,81448
30701,44507,53188
30702,97471,60934
30703,122016,130393
30704,80696,49010
30705,135558,108948
30706,39931,86049
30707,15565,139267
30708,127803,55897
30709,72703,72260
30710,92258,194
30711,94118,24785
30712,108162,70058
30713,96216,129950
30714,48027,16262
30715,144494,29078
30716,6178,84010
30717,101001,139420
30718,3898,63589
30719,46382,138448
30720,143095,134104
30721,21818,113084
30722,138394,103023
30723,85559,2788
30724,16832,43449
30725,94257,59871
30726,138315,78364
30727,60503,20036
30728,79284,32222
30729,86179,81049
30730,121717,64800
30731,99860,75704
30732,70788,34889
30733,96535,78891
30734,108978,18010
30735,30471,36221
30736,80646,115582
30737,33110,117607
30738,106975,62586
30739,93406,60474
30740,66637,133859
30741,38095,46026
30742,31880,55647
30743,48776,85055
30744,102935,15019
30745,88833,91776
30746,134188,4647
30747,54110,51585
30748,118424,74864
30749,59624,72608
30750,101811,69171
30751,96788,99792
30752,3468,54477
30753,111693,67454
30754,93604,131253
30755,120895,74144
30756,108611,118011
30757,54018,103745
30758,40351,53258
30759,110199,107606
30760,35251,51506
30761,127506,133052
30762,41442,115646
30763,139894,72885
30764,28087,63923
30765,6856,114981
30766,133824,98371
30767,54026,41396
30768,89729,115930
30769,120414,29685
30770,85345,53168
30771,73129,57378
30772,225,137899
30773,93989,140318
30774,125929,7944
30775,10010,20604
30776,142601,71620
30777,21937,34367
30778,120215,47941
30779,26831,63952
30780,124484,10888
30781,58033,20948
30782,71363,125414
30783,87300,44292
30784,127846,2914
30785,37257,33719
30786,49975,54723
30787,141519,54679
30788,21267,109950
30789,126543,33997
30790,55032,110808
30791,55865,126756
30792,130821,144994
30793,79751,22449
30794,8351,88408
30795,138399,84326
30796,66644,10302
30797,42504,13080
30798,79698,112651
30799,19108,57080
30800,44310,45969
30801,28458,32870
30802,116860,55873
30803,122282,67174
30804,87741,116720
30805,138958,52719
30806,69266,71574
30807,42933,4802
30808,93746,82570
30809,21317,137312
30810,108127,120343
30811,116584,136758
30812,89700,38647
30813,44343,44343
30814,29899,103195
30815,113577,110933
30816,5229,39064
30817,48617,18596
30818,101787,32103
30819,51962,63032
30820,65585,42538
30821,20832,116431
30822,22630,77058
30823,39322,52144
30824,43145,36619
30825,44970,30841
30826,138267,15962
30827,123486,71486
30828,108628,432
30829,38320,85472
30830,24967,4143
30831,16113,89830
30832,60229,41649
30833,55937,95046
30834,102503,79255
30835,114759,9463
30836,12471,71959
30837,31120,27708
30838,1422,40964
30839,75484,76102
30840,74328,6957
30841,297,38519
30842,104412,112778
30843,42146,55746
30844,50099,138498
30845,140885,49560
30846,1614,71677
30847,67912,75877
30848,38054,10250
30849,143421,144578
30850,27749,31618
30851,17058,138190
30852,128969,141691
30853,61635,61400
30854,135423,102020
30855,117757,67213
30856,106087,75658
30857,98807,51648
30858,43531,20355
30859,24416,1016
30860,43293,47872
30861,134290,42012
30862,137905,101339
30863,9300,95171
30864,33068,33447
30865,105112,118010
30866,72013,73511
30867,10916,37940
30868,87404,143621
30869,66081,132237
30870,96273,68852
30871,28494,12049
30872,84562,88663
30873,141371,109851
30874,55086,19670
30875,117399,123097
30876,118174,80253
30877,59617,144136
30878,69514,22104
30879,112676,13186
30880,14805,30748
30881,112202,85247
30882,37508,106006
30883,86850,80050
30884,120613,141930
30885,50063,21221
30886,93714,83192
30887,17005,86467
30888,2540,124167
30889,97795,86982
30890,93088,102232
30891,87964,22362
30892,66985,71990
30893,123999,25675
30894,129530,119604
30895,106281,58468
30896,29547,71564
30897,107818,37216
30898,128603,128603
30899,142582,67900
30900,43824,100537
30901,141601,122762
30902,133077,58216
30903,48006,111718
30904,11541,136932
30905,21933,132840
30906,98575,43527
30907,2226,93180
30908,113385,83200
30909,62595,123033
30910,74880,2183
30911,122111,41654
30912,33917,60670
30913,39104,89687
30914,3979,93541
30915,48104,126990
30916,32512,127262
30917,55818,109089
30918,80159,8501
30919,74696,143242
30920,89476,70001
30921,118104,85726
30922,38216,9264
30923,30969,90386
30924,105648,92737
30925,136738,90899
30926,62381,101017
30927,141613,70880
30928,36772,141467
30929,25331,113281
30930,82098,35559
30931,125185,112572
30932,132240,71904
30933,28863,75071
30934,105114,99216
30935,13306,38236
30936,17488,75114
30937,142309,85613
30938,33227,69052
30939,41192,56531
30940,64919,13028
30941,103395,46960
30942,7419,12943
30943,9697,38822
30944,15654,68921
30945,81100,3292
30946,31936,126853
30947,64872,140133
30948,91037,64886
30949,113911,88245
30950,5072,3545
30951,95286,90178
30952,69858,115670
30953,74018,5545
30954,131356,139620
30955,134427,86479
30956,67396,68710
30957,121874,112506
30958,13725,138117
30959,52746,39424
30960,101093,73694
30961,88863,98628
30962,11685,32586
30963,108617,5388
30964,121443,104284
30965,42914,83626
30966,88231,129415
30967,5635,142189
30968,87775,129624
30969,1516,1845
30970,106642,119214
30971,80806,8882
30972,73552,103227
30973,136442,36361
30974,86591,105732
30975,71382,145180
30976,74290,19524
30977,104720,31760
30978,14437,75724
30979,39368,38444
30980,142815,95563
30981,49589,8397
30982,7829,95133
30983,58627,133700
30984,132079,140006
30985,89661,133312
30986,110919,119200
30987,7769,140382
30988,76320,110364
30989,12043,80330
30990,80518,109602
30991,92864,135784
30992,93441,50755
30993,104426,16671
30994,63742,17131
30995,136207,2835
30996,104204,46642
30997,118519,66351
30998,103060,54735
30999,78553,66122
31000,78761,115746
31001,72651,103397
31002,130804,60250
31003,20705,16493
31004,10463,112722
31005,76118,3644
31006,74536,117693
31007,4060,68375
31008,59448,79513
31009,49486,64459
31010,100908,86029
31011,70094,54131
31012,20394,29924
31013,128783,42933
31014,125624,3608
31015,80106,87934
31016,124988,60992
31017,9700,119794
31018,91828,104206
31019,112625,18619
31020,20926,835
31021,67549,126635
31022,67876,28067
31023,55266,63236
31024,134413,128918
31025,27527,126623
31026,102666,121351
31027,115365,71575
31028,80036,100562
31029,30932,22543
31030,61355,8882
31031,130720,65542
31032,10159,39788
31033,49818,123471
31034,8996,45343
31035,37545,95178
31036,16982,124288
31037,38904,25097
31038,39643,9839
31039,43019,20837
31040,69856,140450
31041,72534,117134
31042,37547,138518
31043,62717,91698
31044,49045,95093
31045,46794,105711
31046,26723,27973
31047,57958,22486
31048,46781,66955
31049,49010,140212
31050,144911,138720
31051,108624,7144
31052,4702,95189
31053,107737,135895
31054,40136,131963
31055,61033,121460
31056,23268,77713
31057,98011,103127
31058,122765,91867
31059,16793,128514
31060,78789,81636
31061,51444,1641
31062,21017,92149
31063,14333,134268
31064,90986,112939
31065,118329,49670
31066,32651,53871
31067,7854,136468
31068,103008,59570
31069,21562,78771
31070,48485,144878
31071,132749,80732
31072,136063,122997
31073,27666,44663
31074,28781,71207
31075,116101,96361
31076,59324,38728
31077,66750,38606
31078,76135,76135
31079,113202,121165
31080,116668,49352
31081,118275,144790
31082,50204,48504
31083,46413,78210
31084,14713,50660
31085,76124,113983
31086,133625,38780
31087,104211,68405
31088,24752,36159
31089,58725,136973
31090,106473,7809
31091,50336,45120
31092,43522,12932
31093,116897,13723
31094,83378,98283
31095,94686,41499
31096,52420,105047
31097,135248,130767
31098,88429,85574
31099,46429,127474
31100,104086,116343
31101,45672,139927
31102,19266,12508
31103,116453,136616
31104,78521,48189
31105,131078,112244
31106,38842,141390
31107,21301,40770
31108,99153,99153
31109,56012,64905
31110,23218,43684
31111,48116,98276
31112,76782,108178
31113,66542,3386
31114,37521,16904
31115,49181,14424
31116,48057,86937
31117,47894,119182
31118,123350,15736
31119,90023,67727
31120,2232,142968
31121,88428,23488
31122,75589,111265
31123,134952,92587
31124,89911,23401
31125,110821,69949
31126,56760,136061
31127,105013,74949
31128,62677,104430
31129,16520,83170
31130,133134,96184
31131,107718,143545
31132,142052,63297
31133,52453,10022
31134,14433,1466
31135,41988,12301
31136,5468,101644
31137,54617,68140
31138,19694,69383
31139,59611,18986
31140,46019,55705
31141,36293,140841
31142,25556,19933
31143,89939,143080
31144,39547,87572
31145,133849,10526
31146,50868,69987
31147,36941,128015
31148,5177,18977
31149,19428,80919
31150,117217,40565
31151,29452,128588
31152,90087,42198
31153,126685,75525
31154,16746,128843
31155,115713,73751
31156,62766,106900
31157,129678,123788
31158,142036,124379
31159,58099,137599
31160,140011,128442
31161,105254,82
31162,104779,18916
31163,139213,141153
31164,86021,81985
31165,53841,122310
31166,130108,52266
31167,60287,77547
31168,127867,98580
31169,59326,133734
31170,62400,80412
31171,98538,34081
31172,88276,46886
31173,92239,111020
31174,141481,43457
31175,19977,121346
31176,87596,118968
31177,98147,10386
31178,46393,42076
31179,78265,78917
31180,141893,120055
31181,80486,100287
31182,44948,4691
31183,88555,118397
31184,76704,96823
31185,46097,105937
31186,30130,134245
31187,118519,46943
31188,113245,94689
31189,47170,95865
31190,29541,30117
31191,47256,128809
31192,58463,40229
31193,33926,2761
31194,110343,43286
31195,44517,25914
31196,67852,4437
31197,1858,126845
31198,136495,57845
31199,91177,143178
31200,10497,56193
31201,55707,42700
31202,49666,84217
31203,14131,51985
31204,83426,139518
31205,12465,34322
31206,105617,86662
31207,4179,123014
31208,132639,2431
31209,70619,35687
31210,117162,102802
31211,99280,82377
31212,94477,97986
31213,104815,118843
31214,65909,103730
31215,21049,23538
31216,26266,80929
31217,61970,5636
31218,19789,14109
31219,37495,133011
31220,107429,94690
31221,121620,84220
31222,104366,41039
31223,24431,2319
31224,57292,125733
31225,3133,39378
31226,123578,77489
31227,120737,117409
31228,20758,122655
31229,96722,113662
31230,131530,123920
31231,68874,23795
31232,21596,94890
31233,111505,15221
31234,4282,106987
31235,10488,55647
31236,49881,87105
31237,106060,55445
31238,143265,74625
31239,56229,28639
31240,92126,83286
31241,4709,89185
31242,4390,60909
31243,57189,72867
31244,89581,11737
31245,122734,51462
31246,90443,32813
31247,34239,18282
31248,128972,25275
31249,67723,139463
31250,118140,116346
31251,44354,83814
31252,59368,143931
31253,78952,140023
31254,42414,108703
31255,68994,6583
31256,50920,123215
31257,118988,118907
31258,66632,133282
31259,81252,143229
31260,53891,41464
31261,68294,129691
31262,66688,81242
31263,69709,64537
31264,4238,121498
31265,143962,8271
31266,49884,3371
31267,100158,88124
31268,97729,113503
31269,132641,90545
31270,20073,85965
31271,141295,70648
31272,10120,108322
31273,41230,40148
31274,131313,82730
31275,465,45674
31276,71569,108289
31277,107085,36614
31278,5564,113136
31279,28079,5656
31280,89328,119928
31281,40625,62486
31282,23894,139249
31283,56190,138761
31284,123870,60671
31285,18253,115391
31286,62024,94565
31287,34969,129079
31288,42170,11379
31289,63925,134891
31290,121989,51423
31291,100958,125100
31292,100059,51418
31293,117614,25103
31294,88950,97384
31295,96504,75589
31296,20848,73242
31297,48203,143317
31298,22100,99735
31299,8460,60163
31300,91174,61408
31301,92952,116484
31302,100714,13341
31303,85861,91535
31304,113379,16413
31305,47982,98507
31306,22641,50182
31307,46053,15214
31308,140178,96468
31309,21055,80934
31310,39924,73206
31311,31837,117624
31312,140039,107131
31313,93655,139263
31314,125065,110214
31315,94197,136085
31316,113049,28310
31317,70997,78117
31318,103667,99273
31319,36415,88266
31320,60821,19024
31321,37115,32742
31322,1586,39025
31323,118052,22895
31324,81562,141313
31325,25171,76995
31326,46371,33024
31327,18076,91561
31328,16562,20832
31329,132562,14939
31330,96987,10081
31331,114594,25969
31332,77810,89697
31333,68831,133923
31334,10890,54656
31335,38811,135737
31336,12846,85078
31337,22649,71508
31338,88484,115880
31339,104792,40118
31340,53107,130366
31341,64258,105355
31342,14096,58221
31343,48153,34599
31344,79206,37871
31345,77570,60867
31346,49485,75343
31347,110146,40493
31348,72626,95441
31349,53281,136511
31350,26899,35152
31351,14890,119821
31352,96492,117389
31353,39542,3431
31354,106772,128298
31355,32764,26773
31356,134051,65489
31357,134375,49446
31358,65887,3890
31359,70300,144818
31360,50369,114284
31361,133026,111780
31362,62199,83952
31363,130572,98894
31364,57242,69302
31365,42496,74826
31366,116371,66406
31367,34236,5656
31368,111111,94665
31369,138608,124808
31370,87855,51399
31371,60791,138222
31372,81315,34277
31373,28676,64313
31374,22770,63977
31375,78134,28117
31376,59856,20745
31377,44545,95341
31378,54160,16670
31379,89811,62324
31380,87037,34082
31381,99154,27294
31382,102227,119086
31383,72601,7264
31384,143348,89225
31385,96392,56691
31386,9195,89885
31387,70537,91151
31388,113908,84668
31389,55392,133039
31390,1750,31148
31391,38989,51716
31392,83566,103558
31393,114934,29226
31394,125822,101251
31395,20216,95699
31396,52432,17870
31397,30234,54509
31398,123348,35012
31399,89497,72409
31400,110916,2519
31401,80907,18828
31402,140631,51548
31403,68060,81741
31404,95208,70343
31405,74239,99276
31406,93502,6265
31407,22287,85112
31408,144470,4415
31409,121388,140580
31410,142854,124112
31411,76137,63403
31412,77550,52199
31413,68559,52504
31414,82845,132619
31415,44495,53311
31416,92392,53254
31417,53007,138217
31418,105212,125403
31419,78946,40875
31420,63634,95391
31421,53992,68701
31422,38612,79136
31423,9082,102557
31424,102730,128737
31425,109218,87473
31426,31253,34989
31427,129446,137795
31428,53907,42457
31429,132249,57004
31430,21755,774
31431,58921,11853
31432,93445,21383
31433,134887,96608
31434,97845,74692
31435,144176,100003
31436,51816,89655
31437,5316,8258
31438,9004,83690
31439,48515,143773
31440,61743,114028
31441,116395,5099
31442,89153,28279
31443,134701,54067
31444,66655,98793
31445,32167,141365
31446,106448,5620
31447,108995,77498
31448,4944,144921
31449,128412,119250
31450,37658,16819
31451,4254,125990
31452,35832,56774
31453,117057,41288
31454,66283,142565
31455,128029,120498
31456,125227,116772
31457,38002,134152
31458,29935,97662
31459,72954,19948
31460,17689,44172
31461,59892,26154
31462,30615,110056
31463,70612,82508
31464,61973,4756
31465,141725,133687
31466,59669,21006
31467,22228,5879
31468,24200,20839
31469,95583,118671
31470,93128,118706
31471,98477,141502
31472,80448,25735
31473,105821,95839
31474,68174,113072
31475,36833,125631
31476,90474,64893
31477,39205,98148
31478,143631,86039
31479,71547,98343
31480,26868,62864
31481,136795,66886
31482,79971,71178
31483,8080,30853
31484,109079,136184
31485,15681,38540
31486,138384,53722
31487,113607,29044
31488,57755,121736
31489,70286,68256
31490,14506,20111
31491,69892,90428
31492,21195,132769
31493,101599,133526
31494,42024,110685
31495,44038,24311
31496,42362,143510
31497,75756,24985
31498,19615,143935
31499,11817,68860
31500,46010,44567
31501,109935,110438
31502,132270,109381
31503,143965,66912
31504,55204,83322
31505,49870,49870
31506,75803,88959
31507,110671,31369
31508,122005,86259
31509,101388,112390
31510,143084,70301
31511,118336,61907
